Temperature [_ C] ,Humidity [%],Soil moisture,Reference evapotranspiration,Evapotranspiration,Crop Coefficient,Crop Coefficient stage,Nitrogen [mg/kg],Phosphorus [mg/kg],Potassium,Solar Radiation ghi,Wind Speed,Days of planted,pH
29.08,76.16,639.71,456.4773601,648.5463503,1.15,Development Stage,111,47,41,588.34,4.08,35,6.49
25.4,75.2,629.05,1032.099682,71.54839242,1.42,Development Stage,65,97,81,94.87,3.07,35,4.63
25.95,92.44,223.87,624.2322797,645.4072238,1.41,Development Stage,73,69,114,624.78,2.93,35,4.9
30.96,64.7,612.43,749.8954155,876.5144596,1.27,Development Stage,63,105,110,428.02,1.49,35,3.41
18.99,63.19,415.65,820.3013883,352.2657592,1.05,Development Stage,92,76,107,674.01,1.39,35,4.1
19.22,63.25,181.55,491.9390636,40.04191672,1.34,Development Stage,113,56,55,515.94,3.78,35,4.04
18.28,91.65,300.66,474.4595899,654.8657079,1.34,Development Stage,88,84,106,638.44,2.72,35,3.07
29.66,75.73,518.43,517.7545667,278.9222574,1.42,Development Stage,109,42,92,607.39,1.64,35,6.3
28.89,65.27,638.19,948.3596499,826.2150838,1.43,Development Stage,84,40,129,155.07,2.06,40,6.23
30.18,80.78,182.84,400.6135616,165.1023722,1.01,Development Stage,115,59,104,377.91,3.19,40,6.04
31.7,78.82,473.6,973.9249879,339.6251212,1.18,Development Stage,119,63,82,662.48,3.07,40,5.66
29.19,66.94,513.31,45.96759881,22.28564016,1.2,Development Stage,105,58,91,48.43,3.8,40,4.85
24.46,81.11,280.18,278.8658407,395.3935207,0.94,Development Stage,87,44,44,566.53,3.3,40,4.92
28.93,71.91,558.85,987.2303108,171.8133476,1.46,Development Stage,97,43,83,279.94,2.28,40,2.37
19.66,68.34,179.93,1026.115315,537.7859917,1.29,Development Stage,118,44,72,739.8,3.23,40,4.59
26.96,77.86,259.01,229.2347355,671.8216862,1.33,Development Stage,62,46,56,699.46,1.37,40,5.25
20.01,70.21,120.28,239.6585803,252.5760549,1.13,Development Stage,105,41,54,447.57,3.96,40,3.33
31.23,67.77,411.59,829.9162579,121.224352,1.41,Development Stage,93,100,129,420.89,3.62,40,5.29
25.31,90.79,272.79,398.2505179,108.6494683,1.41,Development Stage,101,72,126,42.73,3.62,40,5.91
23.81,65.45,165.28,227.0158106,230.0082956,0.85,Development Stage,79,85,60,69.08,1.44,40,4.59
21.7,69.82,630.91,250.7316963,745.7508512,1.39,Development Stage,76,109,97,624.36,1.49,40,6.79
28.84,73.51,235.23,335.2984999,390.3292669,1.4,Development Stage,73,53,67,486.82,1.92,40,6.33
24.39,69.58,449.05,916.4537524,174.4748574,1.38,Development Stage,76,66,43,399.48,1.54,40,4.85
25.96,67.37,277.45,502.5590471,255.9898529,1.07,Development Stage,93,66,94,143.3,3.3,40,5.79
18.26,86.99,466.55,140.6703847,315.5821535,1.21,Development Stage,115,62,93,600.83,3.6,40,3.48
26.65,71.52,499.49,409.3181495,184.3570899,1.19,Development Stage,111,92,57,160.7,3.48,40,2.94
26.57,63.94,540.84,356.1614044,486.0359261,1.33,Development Stage,105,62,121,579.7,2.62,40,4.86
26.64,78.93,291.52,84.63577279,512.9597228,1.49,Development Stage,114,56,94,430.94,2.88,40,6.01
31.21,64.39,147.41,905.7973978,701.8431695,0.84,Mid stage,115,64,45,58.14,2.72,45,5.01
27.55,72.51,617.22,804.7542525,626.2675578,1.35,Mid stage,66,52,51,394.59,2.21,45,3.39
23.03,90.86,682.19,479.6827463,221.977986,1.09,Mid stage,88,83,135,687.72,1.86,45,6.06
24.12,72.92,634.01,771.9955989,142.5981536,1.06,Mid stage,60,79,103,426.77,3.12,45,5.88
27.77,82.14,167.91,373.2416402,813.5878613,1.22,Mid stage,90,76,45,557.56,3.77,45,3.61
18.84,78.01,575.38,1029.48378,743.2458113,0.94,Mid stage,113,109,76,605.35,3.94,45,6.03
27.33,64.82,401.88,551.3591063,7.688405948,1.41,Mid stage,105,108,89,34.12,1.31,45,2.4
27.39,82.72,486.63,123.2120141,22.06093715,0.84,Mid stage,103,58,124,610.11,2.19,45,5.17
20.95,89.96,474.79,523.2249458,440.4557595,0.87,Mid stage,68,75,52,716.44,1.33,45,6.5
19.8,63.26,430.32,396.7837426,754.6676326,1.37,Mid stage,64,41,116,230.2,1.79,45,3.47
22.42,86.38,511.55,38.48050479,832.8800217,1.28,Mid stage,118,74,68,556.18,2.44,45,3.82
23.09,84.16,477.47,385.3310676,175.3705893,1.31,Mid stage,69,108,107,177.83,2.09,45,3.06
25.98,90.33,454.57,1073.998559,728.6020917,1.07,Mid stage,79,107,119,718.77,2.61,45,2.2
24.14,63.64,202.84,286.3546526,374.9911048,1.3,Mid stage,67,91,102,188.56,3.8,45,5.95
31.84,70.7,621.66,796.6790451,587.1224229,1.01,Mid stage,97,61,101,717.92,2.46,45,5.7
19.43,84.3,557.03,170.3996903,284.6724424,1.35,Mid stage,81,57,80,320.78,1.07,45,6.18
20.92,60.77,679.33,187.0832125,114.2487262,0.89,Mid stage,113,55,110,106.17,2.26,45,3.96
20.26,85.69,579.21,326.8435762,637.0832423,1.45,Mid stage,99,71,99,566.93,1.49,45,5.82
27.14,90.03,457.86,17.06157785,277.9543082,1.4,Mid stage,78,62,128,730.58,2.62,45,6.66
21.55,75.87,651.96,532.5262552,27.72116223,0.8,Mid stage,95,61,99,161.61,1.23,45,3.19
24.53,75.2,499.47,1066.838229,870.1469409,1.07,Mid stage,86,104,98,642.32,2.51,45,5.57
21.42,69.75,299.88,310.4024717,386.4868424,0.99,Mid stage,101,59,130,300.2,3.64,45,6.68
20.23,60.18,221.79,737.1404907,90.27763618,1.34,Mid stage,60,41,138,427.81,2.65,45,6.31
19.55,66.52,470.5,928.8649447,731.3715075,0.93,Mid stage,62,86,57,440.08,3.03,45,6.62
27.19,94.3,546.98,1033.462164,763.8952833,0.99,Mid stage,91,94,110,700.39,1.77,45,4.46
19.93,90.36,598.01,28.83363909,271.9137251,0.85,Mid stage,96,83,127,256.5,1.77,45,6.4
20.75,69.33,285.47,929.7851486,614.80566,0.98,Mid stage,93,69,139,339.77,3.97,45,2.54
23.16,93.73,643.16,90.45814531,109.0927827,0.93,Mid stage,66,97,54,700.53,3.86,45,4.68
29.49,72.87,455.22,345.4119519,348.9857071,1.45,Mid stage,101,62,110,129.72,3.86,45,2.85
19.36,70.42,539.39,817.1746693,200.1437598,1.36,Mid stage,73,68,76,162.39,2.78,45,6.83
29.73,65.35,588.72,405.6953057,221.7794598,1.46,Mid stage,93,89,55,356.54,2.56,45,6.56
19.35,91.56,660.14,63.11067198,868.3423899,0.99,Mid stage,84,90,66,643.69,4.03,45,5.89
31.67,94.54,288.19,817.8262675,32.17347012,0.95,Mid stage,98,49,64,44.95,3.41,45,5.82
24.56,71.46,347.63,612.8859172,496.1084893,1.2,Mid stage,94,74,42,145.14,1.73,45,2.38
31.67,84.62,641.98,512.3210051,573.1267137,1.25,Mid stage,80,76,103,95.41,1.72,45,6.35
26.47,71.74,604,455.4990211,301.1298618,1.45,Mid stage,76,81,78,699.35,1.18,45,4.47
28.35,63.67,351.5,691.3430823,219.4693854,1.24,Mid stage,74,93,66,363.81,2.93,45,5.52
18.55,73.74,391.06,1008.837534,716.9608317,0.97,Mid stage,74,55,114,426.04,1.06,45,4.62
21.96,79.3,535.95,463.0851784,154.7418668,1.12,Mid stage,80,45,87,719.94,1.76,45,3.54
19.68,64.31,155.52,426.9878747,585.8352217,1.07,Mid stage,72,79,78,593.02,3.36,45,4.71
22.15,88.64,333.04,398.0322457,899.8149776,0.88,Mid stage,80,73,132,82.66,1.94,45,4.22
19.66,77.41,239.61,219.9105956,754.1838928,1.04,Mid stage,76,77,124,261.13,2.85,45,6.9
22.45,68.2,420.9,916.2067544,381.9221262,1.2,Mid stage,112,65,80,144.38,3.44,45,6.56
23.8,80.75,567.82,253.9475738,613.849363,1.14,Mid stage,105,68,67,24.5,4.06,45,6.97
18.9,87.76,195.36,610.2983324,530.0337521,0.91,Mid stage,88,66,69,332.37,3.81,50,5.04
27.69,71.47,692.31,859.6941951,587.246544,0.95,Mid stage,74,60,59,701.88,3,50,6.62
25.93,84.55,390.92,29.34813462,280.9804144,1.46,Mid stage,97,47,64,317.68,1.47,50,5.62
21.72,74.98,568.35,554.3620024,454.983181,0.93,Mid stage,81,42,126,495.58,1.17,50,2.57
25.33,93.74,324.4,443.0379714,69.72734594,1.17,Mid stage,69,85,51,178.58,4.16,50,5.07
19.32,86.98,403.12,80.98857183,209.5561952,1.48,Mid stage,104,48,115,252.01,3.53,50,4.1
26.06,72.47,679.62,900.7780701,360.3656623,1.33,Mid stage,96,81,82,271.69,3.08,50,6.28
31.01,60.62,520.35,443.8818847,141.8965587,1.32,Mid stage,82,54,133,382.12,1.94,50,5.48
22.46,83.01,134.88,410.6002762,144.3795161,1.31,Mid stage,82,44,104,656.03,1.69,50,4.76
27.34,66.93,254.55,741.08511,161.268993,1.47,Mid stage,66,74,132,28.56,2.55,50,5.77
19.85,64.27,270.37,488.3805338,496.8161904,1.44,Mid stage,107,57,116,480.01,4.12,50,3.01
28.03,92.61,676.17,409.9204429,407.7253514,1.11,Mid stage,85,46,83,318.43,2.08,50,5.8
22.05,95,566.35,619.1233328,560.2331575,0.93,Mid stage,66,60,131,5.58,1.25,50,4.44
20.56,69.45,513.61,397.9981567,882.9077931,0.95,Mid stage,76,56,133,54.68,2.48,50,4.69
26.21,70.56,160.4,829.2468266,546.6758977,1.45,Mid stage,69,69,112,306.45,3.94,50,3.05
18.28,65.77,586.21,834.3554279,203.5138024,1.49,Mid stage,116,81,69,121.76,1.8,50,4.44
29.61,76.02,225.37,830.7895934,239.6009128,1.49,Mid stage,113,62,48,204.75,2.65,50,2.64
18.07,90.3,206.29,869.5900001,178.49208,1.01,Mid stage,96,56,134,311.4,1.58,50,4.5
27.49,84.55,623.93,598.2763393,699.3712891,0.84,Mid stage,65,45,137,743.29,3.83,50,6.3
21.78,89.62,122.92,902.254383,447.6230147,1.21,Mid stage,96,66,51,447.28,3.72,50,4.57
28.29,68,156.7,296.0634496,103.123722,1.42,Mid stage,93,76,108,22.48,2.8,50,4.44
31.47,85.57,653.26,1005.919183,786.4720686,1.31,Mid stage,107,79,59,701.98,3.62,50,5.79
21.48,92.15,265.9,442.8379359,356.7318916,1.18,Mid stage,81,52,99,556.01,2.94,50,2.21
26.07,69.85,569.12,583.7071289,549.039536,0.98,Mid stage,107,78,82,382.62,3.15,50,2.4
26.29,84.17,501.16,183.7034279,877.1808052,0.81,Mid stage,118,108,108,473.39,2.39,50,6.18
26.01,74.02,185.09,39.51335321,525.6580057,1.26,Mid stage,86,87,115,498.1,3.52,50,2.26
21.12,70.16,581.06,101.8385742,457.7646417,1.3,Mid stage,118,59,127,174.85,3.44,50,5.06
31.34,93.94,240.29,3.393877622,817.142573,0.95,Mid stage,63,95,63,238.48,3.18,50,4.72
24.26,72.2,523.35,847.9177671,806.0296974,1.34,Mid stage,69,109,107,496.23,3.06,50,4.21
29.85,63.77,340.89,835.8358124,410.7980004,1.08,Mid stage,68,102,92,404.39,1.94,50,3.96
27.79,73.6,435.96,459.0155303,614.6252537,1.42,Mid stage,64,53,122,457.62,1.63,50,4.44
22.16,75.67,668.8,669.888612,610.3487607,1.33,Mid stage,65,98,91,733.83,1.31,50,6.39
29.39,86.33,270.32,165.8986666,267.5122065,0.87,Mid stage,75,70,119,368.22,3.77,50,4.98
23.55,93.25,294.64,929.1598823,147.793239,1.19,Mid stage,99,57,111,130.96,2.87,50,5.81
30.34,88.6,289.66,683.5516522,512.3456419,0.91,Mid stage,63,69,108,120.37,3.75,50,5.61
26.14,92.58,334.61,388.2504927,33.43190714,1.2,Mid stage,104,73,121,22.9,2.15,50,3.4
30.34,76.63,454.44,942.0617399,740.7819746,1.2,Mid stage,76,102,71,91.92,1.47,50,2.08
27.7,85.18,584.15,781.9807,684.803673,1.01,Mid stage,111,104,129,582.94,2.25,55,4.43
28.15,70.82,638.01,460.686462,638.2404082,1.22,Mid stage,119,106,81,111.98,1,55,4.76
25.02,62.44,155.49,400.0705125,835.4111975,0.89,Mid stage,94,77,129,180.97,4.02,55,4.84
31.39,72.79,497.06,222.4651292,862.2333166,1.37,Mid stage,91,44,78,336.56,1.79,55,5.08
27.02,84.43,463.59,193.0928597,421.0275075,1.36,Mid stage,114,50,115,448.27,3.93,55,6.27
23.93,69.61,468.54,497.181,607.6607991,1.27,Mid stage,69,88,99,256.6,1.5,55,3.13
26.49,90.15,580.13,407.603331,877.1432771,0.89,Mid stage,107,108,123,131.47,2.23,55,4.73
18.27,87.68,663.96,68.46530543,768.2537401,1.26,Mid stage,96,59,121,639.69,4.2,55,4.53
22.22,66.79,553.99,341.8537867,589.0694765,1.06,Mid stage,90,94,62,445.32,2.04,55,6.97
27.24,71.58,219.54,147.9796146,396.1029748,1.18,Mid stage,69,89,48,84.55,3.05,55,2.08
22.06,88.89,673.7,882.4906267,668.5494172,1.09,Mid stage,98,106,105,248.37,3.36,55,3.81
26.65,68.54,621.82,526.5595345,53.58082287,1.32,Mid stage,92,64,49,118.04,2.48,55,2.53
24,71.61,293.8,203.3802114,21.83999756,0.83,Mid stage,62,105,93,686.18,3.07,55,3.39
19.9,72.01,190.91,178.4131833,678.5019239,0.91,Mid stage,117,53,107,46.83,3.18,55,4.43
22.18,88.04,587.47,900.6771849,117.4418702,1.1,Mid stage,71,101,77,639.97,1.47,55,6.18
25.98,61.3,686.28,612.9108319,730.8852135,1.22,Mid stage,106,78,129,682.41,4.09,55,2.92
26.27,62.58,193.94,553.7054455,355.6256375,0.82,Mid stage,114,86,132,542.2,2.48,55,6.28
26.04,80.25,497.79,493.350919,856.4160187,1.34,Mid stage,111,41,129,288.46,2.63,55,4.27
27.14,73.9,125.71,819.2080176,58.52200579,0.94,Mid stage,84,108,103,18.33,2.93,55,4.49
27.13,82.15,140.59,605.7995241,453.094887,0.85,Mid stage,84,72,130,649.84,3.68,55,5.02
24.04,69.33,575.41,132.1394267,243.5558516,1.29,Mid stage,119,97,125,710.99,3.26,55,5.75
30.55,91.84,593.04,77.33382285,91.87651999,0.92,Mid stage,115,41,71,422.32,1.02,55,6.16
23.15,86.63,322.62,295.3927927,487.4875512,0.85,Mid stage,101,100,58,33.52,3.81,55,6.03
24.1,62.37,379.82,1070.617128,6.650764365,0.84,Mid stage,109,69,79,48.9,2.99,55,4.94
30.49,87.44,572.1,90.75863073,189.9883681,1.19,Mid stage,87,69,114,233.7,3.63,55,3.17
29.29,93.94,617.47,592.2514191,407.1725877,1.16,Mid stage,73,54,62,686.69,1.75,55,5.21
27.85,92.99,280.14,1013.024253,312.2055828,1.16,Mid stage,103,101,109,232.45,2.81,55,4.71
19.4,85.74,574.89,85.4652706,776.9905733,1.21,Mid stage,103,49,108,374.94,3.25,55,2.66
30.87,64.33,236.51,210.0940264,258.0244751,1.29,Mid stage,107,66,137,677.32,2.47,55,2.24
28,80.16,379.46,683.4660581,290.5979786,1.09,Mid stage,64,45,133,338.33,3.49,55,4.6
31.98,69.95,536.96,16.20067834,819.7605756,1.08,Mid stage,78,51,84,320.23,1.11,55,2.7
20.09,93.96,517.76,1018.950724,155.1472337,1.11,Mid stage,65,50,94,303.63,3.95,55,6.5
30.15,85.11,411.33,118.9896647,562.497412,1.41,Mid stage,66,66,60,523.82,2.5,55,4.68
20.27,81.38,508.53,67.40850113,356.8907455,1.35,Mid stage,72,45,109,557.27,3.69,55,6.88
26.62,84.33,149.31,212.2604976,59.56057561,1.33,Mid stage,96,104,55,390.59,3.72,55,5.02
19.73,75.33,287.2,671.769005,717.4256887,0.98,Mid stage,103,57,76,514.88,3.39,55,2.27
29.87,73.05,245.44,1035.229059,898.299634,0.84,Mid stage,70,93,69,365.93,2.28,55,5.46
29.3,92.75,167.44,527.5033325,380.7879756,0.82,Mid stage,107,75,118,154.87,3.39,55,3.64
25.97,71.62,240.46,589.2616306,538.8709678,1.27,Mid stage,103,40,89,157.81,3.44,55,2.03
23.7,61.45,618.82,487.9452838,753.5585268,1.49,Mid stage,119,93,81,299.67,3.89,55,4.5
18.97,74.03,639.84,590.4457139,707.3791658,1.32,Mid stage,116,78,136,219.94,3.24,55,2.02
27.76,87.66,429.2,297.0186685,455.0420805,1.04,Mid stage,94,78,130,252.72,1.51,55,3.49
24.35,82.7,400.95,764.7245705,256.4866791,0.85,Mid stage,93,40,104,495.96,3.55,55,4.34
28.11,93.68,388.64,781.2115153,227.4211779,1.13,Mid stage,79,109,65,262.66,2.94,55,5.28
30.13,63.72,676.25,573.4042945,782.4599597,1.25,Mid stage,78,59,66,433.28,2.38,55,5.2
31.66,91.9,665.67,945.5997172,69.9987368,1.12,Mid stage,73,89,55,298.89,4.03,55,3.41
29.98,72.91,245.56,727.2156691,531.7016885,1.37,Mid stage,100,45,46,281.83,1.33,55,6.6
18.16,76.59,175.1,543.3515643,440.7302371,0.93,Mid stage,113,94,76,240.81,2.41,55,5.45
23.04,75,151.54,926.4824738,443.0530597,1.42,Mid stage,77,63,55,335.12,3.96,55,4.45
28.22,64.08,327.44,643.168281,724.5879103,1.28,Mid stage,113,97,47,438.9,1.13,55,3.67
20.4,68.67,362.17,84.52667398,137.6861084,1.48,Mid stage,117,49,76,104.79,1.41,55,6.23
25.29,85.98,263.65,883.0663093,889.6816958,1.01,Mid stage,98,56,111,202.27,2.77,55,5.79
18.76,60.81,653.73,930.3037824,283.8087892,1.35,Mid stage,61,60,133,406.28,2.51,55,3.52
20.8,64.69,605.55,53.83562967,743.5914474,1.03,Mid stage,70,95,137,729.2,2.15,55,6.12
18.26,60.88,551.79,847.6870433,150.842017,1.17,Mid stage,71,101,110,332.29,3.07,55,3.78
29.11,90.01,400.66,1078.963899,683.7010126,1,Mid stage,115,75,62,350.93,2.73,55,6.61
21.13,81.61,634.17,870.0156854,608.4078715,0.87,Mid stage,76,91,65,303.23,3.53,55,4.01
22.83,65.95,668.21,438.2695224,715.768738,0.89,Mid stage,107,93,139,494.84,2.09,55,4.23
30.99,86.91,634.85,789.784571,899.2292628,1.06,Mid stage,81,88,78,559.58,2.1,55,5.72
27.86,93.84,271.59,322.0994682,615.3540379,0.81,Mid stage,79,57,113,429.34,2.58,55,4.12
18.45,92.71,621.25,723.8634963,464.6819497,1.46,Mid stage,91,53,113,250.69,2.84,55,6.56
20.31,92.25,323.21,569.7555226,629.1001742,1.17,Mid stage,110,96,104,211.93,3.93,55,4.68
26.7,60.27,191.5,728.7879208,682.8313511,1.07,Mid stage,102,106,72,458.45,1.76,55,2.02
26.08,80.62,551.3,455.8055332,414.9203191,1.46,Mid stage,69,68,84,21.91,2.89,55,4.71
21.33,68.98,589.15,170.4301419,206.7537667,1.31,Mid stage,97,44,77,470.27,1.64,55,5.38
31.08,79.76,692.33,463.7263053,197.0548872,1.02,Mid stage,105,49,132,346,2.28,55,2.36
26.6,71.13,398.96,525.6726212,20.66642082,1.22,Mid stage,82,96,114,471.58,1.5,55,2.14
25.5,65.38,265.59,745.970065,682.8870316,1.19,Mid stage,79,85,62,442.09,2.27,55,3.11
26.26,75.56,157.93,313.6805514,315.2513292,1.09,Mid stage,60,60,112,347.12,3.9,55,4.29
28.22,77.33,359.65,710.5702033,682.9737845,0.8,Mid stage,66,89,109,401.46,3.45,55,3.92
22.37,94.64,454.91,257.9874068,118.0764518,1.4,Mid stage,62,49,121,702.38,1.32,55,2.07
23.58,61.48,407.97,841.6346368,605.3228768,1.19,Mid stage,111,79,59,217.63,2.16,55,2.79
20.94,70.54,214.42,794.6006478,39.68065224,0.88,Mid stage,102,83,96,337.93,3.37,55,5.84
20.61,89.82,335.5,130.4053897,534.7880207,0.96,Mid stage,115,47,67,338.46,4.06,55,6.48
31.22,83.09,652.39,652.3277393,24.17624529,1.03,Mid stage,108,109,90,507.44,2.82,55,3.44
28.35,88.93,386.39,97.7669796,627.9306705,1.03,Mid stage,61,71,124,505.65,1.66,55,3.34
24.87,83.11,417.09,1066.067626,712.9829345,0.97,Mid stage,69,93,118,35.56,3.68,55,2.85
21.18,86.58,393.71,373.8243514,371.7417559,0.8,Mid stage,109,66,126,130.77,2.38,55,5.96
21.56,77.25,343.13,23.26700346,321.1447909,0.84,Mid stage,83,98,126,302.4,3.92,55,2.19
18.81,67.17,155.16,554.4729386,209.6720989,1.2,Mid stage,83,64,53,65.61,3.97,55,3.42
24.08,88.35,252.93,134.9270728,768.6386555,1.18,Mid stage,97,52,46,164.78,2.14,55,5.15
22.37,79.87,410,716.3861505,421.2330058,1.3,Mid stage,87,73,135,553.94,1.96,55,4.37
27.75,64.88,458.97,804.3756884,680.817752,1.22,Mid stage,88,61,71,195.85,1.75,55,5.09
23.29,88.17,397.32,945.3333047,558.2501481,0.93,Mid stage,119,87,48,407.83,2.34,55,4.81
20.51,93.55,331.06,977.6192086,132.0633804,1.18,Mid stage,97,77,114,392.44,1.56,55,5.99
18.35,72.12,586.03,341.0850404,153.9577303,1.33,Mid stage,97,51,56,246.52,4.09,55,5.72
18.94,70.27,522.96,394.177957,236.7528445,0.81,Mid stage,99,83,109,720.51,2.6,55,6.95
27.51,62.86,668.34,1071.945712,772.4938548,1.2,Mid stage,101,83,120,73.5,3,55,4.53
24.35,83.26,136.09,477.8800827,292.2220677,1.28,Mid stage,107,108,112,283.04,1.15,55,4.37
25.51,93.56,551.57,445.771747,800.157114,0.85,Mid stage,62,82,114,428.83,2.42,55,6.16
30.55,64.76,155.6,1017.971334,567.1626812,1.02,Mid stage,83,109,105,127.17,2.25,55,2.58
31.86,76.98,288.77,206.8452605,637.7725049,0.92,Mid stage,111,56,46,715.21,3.26,55,4.01
21.04,63.44,651.92,522.0092762,253.1518411,1.2,Mid stage,94,60,52,208.12,1.92,55,4.8
27.28,61.19,569.71,534.4831455,44.32526503,1.38,Mid stage,60,83,104,406.81,3.42,55,5.48
21.69,83.26,503.97,817.0385563,409.0487497,1.39,Mid stage,96,42,108,519.83,2.65,55,2.25
18.29,90.37,351.82,479.5194392,576.9092942,0.91,Mid stage,63,48,103,514.97,2.5,55,6.02
28.62,71.81,148.9,949.6811011,302.3717577,1.28,Mid stage,104,93,97,106.76,1.32,55,4.02
22.48,90.65,270.95,737.6014325,857.4991684,1.24,Mid stage,60,94,101,559.07,2.83,55,5.6
23.37,64.1,398.9,1024.133318,575.2783997,0.96,Mid stage,115,45,103,155.53,2.52,55,4.11
26.24,68.33,365.21,288.9612861,894.3039228,0.97,Mid stage,85,95,77,590.61,2.35,55,5.99
29.63,91.56,385.72,893.8303565,721.3613152,1.22,Mid stage,87,108,42,144.84,2.67,55,5.98
26.81,77.8,137.58,129.3337566,459.7424532,0.87,Mid stage,96,43,83,302.11,3.52,55,3.9
30.22,81.29,487.18,882.3211782,148.7281301,1,Mid stage,108,108,135,262.77,4.12,55,2.58
21.83,61.33,381.56,933.7534343,585.2906282,1.27,Mid stage,61,81,45,496.01,4.01,55,4.43
29.17,64.49,129.74,447.8495349,136.9515681,0.85,Mid stage,116,56,97,137.44,1.48,55,2.19
20.6,61.95,664.74,770.3152062,365.7287005,1.48,Mid stage,67,67,58,329.33,4.17,55,4.27
31.34,91.68,234.67,1065.603998,444.732474,1.31,Mid stage,93,98,47,738.55,3.29,55,5.8
27.62,64.72,218.36,204.2423589,445.7126923,1.22,Mid stage,88,61,138,636.66,3.59,55,2.53
21.02,89.74,557.95,680.3369131,223.7930304,1.18,Mid stage,96,81,91,360.85,3.57,55,5.45
31.26,72.29,322.22,53.1261533,21.67432385,1.24,Mid stage,105,100,117,182.02,1.11,55,4.91
28.23,88.02,474.7,373.1254389,498.4039587,1.35,Mid stage,98,83,101,581.67,2.39,55,2.02
21.56,72.78,123.46,156.1642758,407.1220962,0.89,Mid stage,100,56,94,726.9,3.22,55,6.8
20.99,69.37,370.23,590.9245078,58.37022433,1.16,Mid stage,97,43,59,291.39,3.89,55,5.21
25.25,63.28,134.4,663.9342264,466.3254901,0.84,Mid stage,95,95,139,236.8,2.29,55,2.91
18.36,69.82,241.55,1088.356939,104.3852957,1.31,Mid stage,77,93,59,138.76,1.85,55,2.89
20.9,76.5,232.94,1063.515931,892.6504491,1.21,Mid stage,119,44,122,544.89,1.37,55,6.32
23.95,88.61,683.14,971.0448134,666.3138577,1.26,Mid stage,86,95,135,435.19,3.2,55,3.16
23.24,75.84,295.4,624.6619318,328.0877985,1.46,Mid stage,113,62,55,628.47,4.15,55,4.38
24.49,94,606.77,974.7830736,755.9170974,1.11,Mid stage,110,94,125,198.98,2.22,55,6.26
21.89,78.96,364.04,391.0546811,92.86291078,1.02,Mid stage,73,90,89,109.15,4.03,55,5.62
26.21,60.87,620.04,221.8234458,790.1248892,1.07,Mid stage,90,64,59,102.71,1.42,55,5.85
30.09,74.54,504.42,579.1238803,593.3273058,1.43,Mid stage,79,43,102,126.51,1.63,55,6.32
19.65,84.11,124.11,584.7990189,74.36680818,1.2,Mid stage,80,106,60,489.1,1.03,55,5.35
25.24,68.2,184.73,1001.168731,394.2640796,1.49,Mid stage,106,72,75,137.09,3.67,55,3.87
19.85,84.45,138.18,7.304136027,537.4861617,1.47,Mid stage,72,103,89,732.78,2.54,55,5.03
28.04,77.63,172.46,941.2510466,561.7358639,1.22,Mid stage,109,60,50,490.52,2.72,55,4.43
23.54,60.9,247.78,669.4508111,663.56898,1.05,Mid stage,104,53,79,34.48,2.61,55,4.77
25.92,87.1,575.64,1033.669302,593.5431529,1.43,Mid stage,101,76,52,646.68,2.15,55,5.68
20.57,79.61,545.53,819.9923094,579.6759589,1.11,Mid stage,111,60,53,383.54,2.86,55,5.14
20.03,62.89,261.93,403.5191367,738.5810451,1.3,Mid stage,70,97,60,314.52,2.91,55,3.3
24.83,76.63,346.45,698.6442733,19.48252321,1.13,Mid stage,105,74,102,536.78,1.04,55,4.94
22.98,70.06,618.5,407.3219109,863.7821422,0.86,Mid stage,114,43,99,348.91,4.19,55,5.53
31.17,90.79,161.95,1013.800466,387.8048857,1.44,Mid stage,105,100,90,215.19,2.19,55,3.77
28.71,69.97,447.59,22.63354928,256.672487,0.85,Mid stage,80,93,102,162.15,2.78,55,3.42
28.48,92.96,186.72,610.7143614,441.1661373,1.15,Mid stage,87,97,109,421.9,2.23,55,6.71
